date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:13:42	121200/121200	---M--	200	added ('OK')	text/css	etag:%221d970-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/css/bootstrap.min.css?ver=3.3.7	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/css/bootstrap.min7433.css	(from http://localhost/wordpress/)
23:13:44	9058/9058	---M--	200	added ('OK')	text/css	etag:%222362-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/css/normalize.css?ver=1.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/css/normalize5152.css	(from http://localhost/wordpress/)
23:13:46	4112/4112	---M--	200	added ('OK')	text/css	etag:%221010-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/css/owl.carousel.css?ver=2.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/css/owl.carouseld5f7.css	(from http://localhost/wordpress/)
23:13:48	42839/42839	---M--	200	added ('OK')	text/css	etag:%22a757-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/css/jquery.mCustomScrollbar.min.css?ver=3.1.13	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/css/jquery.mCustomScrollbar.mina9d5.css	(from http://localhost/wordpress/)
23:13:50	42135/42135	---M--	200	added ('OK')	text/css	etag:%22a497-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/css/transition-animations.css?ver=1.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/css/transition-animations5152.css	(from http://localhost/wordpress/)
23:13:52	72259/72259	---M--	200	added ('OK')	text/css	etag:%2211a43-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/css/animate.css?ver=1.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/css/animate5152.css	(from http://localhost/wordpress/)
23:13:54	7782/7782	---M--	200	added ('OK')	text/css	etag:%221e66-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/css/magnific-popup.css?ver=1.1.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/css/magnific-popupf488.css	(from http://localhost/wordpress/)
23:13:56	9742/9742	---M--	200	added ('OK')	text/css	etag:%22260e-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/css/pe-icon-7-stroke/css/pe-icon-7-stroke.css?ver=1.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/css/pe-icon-7-stroke/css/pe-icon-7-stroke5152.css	(from http://localhost/wordpress/)
23:13:58	97846/97846	---M--	200	added ('OK')	text/css	etag:%2217e36-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/css/main.css?ver=2.6.2	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/css/main61da.css	(from http://localhost/wordpress/)
23:14:00	156/156	---M--	200	added ('OK')	text/css	etag:%229c-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/css/customization.css?ver=2.6.2	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/css/customization61da.css	(from http://localhost/wordpress/)
23:14:00	59016/59016	---M--	200	added ('OK')	text/css	etag:%22e688-5bca85cdbf580%22	http://localhost/wordpress/wp-includes/css/dashicons.min.css?ver=6.4.1	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-includes/css/dashicons.minaec2.css	(from http://localhost/wordpress/)
23:14:02	150962/150962	---M--	200	added ('OK')	text/css	etag:%2224db2-60aef94ab9c00%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/linecons/css/linecons.css?ver=2.7.28	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/linecons/css/lineconsbe4c.css	(from http://localhost/wordpress/)
23:14:04	17583/17583	---M--	200	added ('OK')	text/css	etag:%2244af-60aef94ab9c00%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/entypo/css/entypo.css?ver=2.7.28	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/entypo/css/entypobe4c.css	(from http://localhost/wordpress/)
23:14:06	7354/7354	---M--	200	added ('OK')	text/css	etag:%221cba-60aef94ab9c00%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/lnr/css/lnr.css?ver=2.7.28	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/lnr/css/lnrbe4c.css	(from http://localhost/wordpress/)
23:14:08	22681/22681	---M--	200	added ('OK')	text/css	etag:%225899-60aef94ab9c00%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/typcn/css/typcn.css?ver=2.7.28	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/typcn/css/typcnbe4c.css	(from http://localhost/wordpress/)
23:14:10	36875/36875	---M--	200	added ('OK')	text/css	etag:%22900b-60aef94ab9c00%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/unycon/unycon.css?ver=2.7.28	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/unycon/unyconbe4c.css	(from http://localhost/wordpress/)
23:14:12	9742/9742	---M--	200	added ('OK')	text/css	etag:%22260e-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/css/pe-icon-7-stroke/css/pe-icon-7-stroke.css?ver=2.7.28	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/css/pe-icon-7-stroke/css/pe-icon-7-strokebe4c.css	(from http://localhost/wordpress/)
23:14:14	87553/87553	---M--	200	added ('OK')	application/x-javascript	etag:%2215601-603fed35e19c0%22	http://localhost/wordpress/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost/wordpress/)
23:14:16	13577/13577	---M--	200	added ('OK')	application/x-javascript	etag:%223509-5fdabee5f2100%22	http://localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost/wordpress/)
23:14:18	9599/9599	---M--	200	added ('OK')	application/x-javascript	etag:%22257f-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/js/modernizr.custom.js?ver=2.8.3	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/js/modernizr.customf7ff.js	(from http://localhost/wordpress/)
23:14:20	1435/1435	---M--	200	added ('OK')	application/json	date:Sun,%2026%20Nov%202023%2022:14:18%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/4	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-json/wp/v2/pages/4.json	(from http://localhost/wordpress/)
23:14:22	822/822	---M--	200	added ('OK')	text/xml	date:Sun,%2026%20Nov%202023%2022:14:20%20GMT	http://localhost/wordpress/xmlrpc.php?rsd	/Users/aslan/websites/cv_aslan/localhost/wordpress/xmlrpc0db0.php	(from http://localhost/wordpress/)
23:14:26	2087/2087	---M--	200	added ('OK')	application/json	date:Sun,%2026%20Nov%202023%2022:14:22%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-json/oembed/1.0/embed68f4.json	(from http://localhost/wordpress/)
23:14:28	2242/2242	---M--	200	added ('OK')	text/xml	date:Sun,%2026%20Nov%202023%2022:14:24%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F&format=xml	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-json/oembed/1.0/embedd248	(from http://localhost/wordpress/)
23:14:43	78877/78877	---M--	200	added ('OK')	image/png	etag:%221341d-60afb2cec0bc0%22	http://localhost/wordpress/wp-content/uploads/2017/05/bg.png	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/uploads/2017/05/bg.png	(from http://localhost/wordpress/)
23:14:45	2624/2624	---M--	200	added ('OK')	image/png	etag:%22a40-60afb2cec0bc0%22	http://localhost/wordpress/wp-content/uploads/2017/05/web_design_icon.png	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/uploads/2017/05/web_design_icon.png	(from http://localhost/wordpress/)
23:14:48	6384/6384	---M--	200	added ('OK')	image/png	etag:%2218f0-60afb2cec0bc0%22	http://localhost/wordpress/wp-content/uploads/2017/05/creativity_icon.png	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/uploads/2017/05/creativity_icon.png	(from http://localhost/wordpress/)
23:14:51	6308/6308	---M--	200	added ('OK')	image/png	etag:%2218a4-60afb2cec0bc0%22	http://localhost/wordpress/wp-content/uploads/2017/05/photography_icon.png	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/uploads/2017/05/photography_icon.png	(from http://localhost/wordpress/)
23:14:54	7273/7273	---M--	200	added ('OK')	image/png	etag:%221c69-60afb2cec0bc0%22	http://localhost/wordpress/wp-content/uploads/2017/05/advetising_icon.png	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/uploads/2017/05/advetising_icon.png	(from http://localhost/wordpress/)
23:14:54	195503/195503	---MC-	200	added ('OK')	application/json	date:Sun,%2026%20Nov%202023%2022:14:19%20GMT	http://localhost/wordpress/wp-json/	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-json/index.html	(from http://localhost/wordpress/)
23:15:00	32172/32172	---M--	200	added ('OK')	image/jpeg	etag:%227dac-60b04f8ab1400%22	http://localhost/wordpress/wp-content/uploads/2023/11/ShareFy-1-e1700965840997.jpg	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/uploads/2023/11/ShareFy-1-e1700965840997.jpg	(from http://localhost/wordpress/)
23:15:02	31729/31729	---M--	200	added ('OK')	image/jpeg	etag:%227bf1-60b05069da280%22	http://localhost/wordpress/wp-content/uploads/2023/11/Guess-word-e1700966074390.jpg	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/uploads/2023/11/Guess-word-e1700966074390.jpg	(from http://localhost/wordpress/)
23:15:12	43125/43125	---M--	200	added ('OK')	image/jpeg	etag:%22a875-60b04729e0fc0%22	http://localhost/wordpress/wp-content/uploads/2023/11/photo_2023-11-26-02.50.11-1-e1700963591165.jpeg	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/uploads/2023/11/photo_2023-11-26-02.50.11-1-e1700963591165.jpg	(from http://localhost/wordpress/)
23:15:13	2566/2566	---M--	200	added ('OK')	text/css	etag:%22a06-60aefb39aebc0%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/css/background.css?ver=6.4.1	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/css/backgroundaec2.css	(from http://localhost/wordpress/)
23:15:14	112/112	---M--	200	added ('OK')	text/css	etag:%2270-60aefb39aebc0%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/css/styles.css?ver=6.4.1	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/css/stylesaec2.css	(from http://localhost/wordpress/)
23:15:15	355/355	---M--	200	added ('OK')	text/css	etag:%22163-60aefb39aebc0%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/divider/static/css/styles.css?ver=6.4.1	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/divider/static/css/stylesaec2.css	(from http://localhost/wordpress/)
23:15:16	2388/2388	---M--	200	added ('OK')	application/x-javascript	etag:%22954-60aef81003580%22	http://localhost/wordpress/wp-content/plugins/unique-portfolio/extensions/portfolio/static/js/unique-portfolio-load-more.js?ver=6.4.1	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unique-portfolio/extensions/portfolio/static/js/unique-portfolio-load-moreaec2.js	(from http://localhost/wordpress/)
23:15:18	42766/42766	---M--	200	added ('OK')	application/x-javascript	etag:%22a70e-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/js/owl.carousel.min.js?ver=2.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/js/owl.carousel.mind5f7.js	(from http://localhost/wordpress/)
23:15:20	11588/11588	---M--	200	added ('OK')	application/x-javascript	etag:%222d44-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/js/validator.js?ver=1.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/js/validator5152.js	(from http://localhost/wordpress/)
23:15:22	5520/5520	---M--	200	added ('OK')	application/x-javascript	etag:%221590-602a9bd204080%22	http://localhost/wordpress/wp-includes/js/imagesloaded.min.js?ver=5.0.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-includes/js/imagesloaded.minbb93.js	(from http://localhost/wordpress/)
23:15:24	14462/14462	---M--	200	added ('OK')	application/x-javascript	etag:%22387e-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/js/jquery.shuffle.min.js?ver=3.1.1	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/js/jquery.shuffle.minb12b.js	(from http://localhost/wordpress/)
23:15:26	24138/24138	---M--	200	added ('OK')	application/x-javascript	etag:%225e4a-5a7fbb57c37c0%22	http://localhost/wordpress/wp-includes/js/masonry.min.js?ver=4.2.2	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-includes/js/masonry.min3a05.js	(from http://localhost/wordpress/)
23:15:28	119851/119851	---M--	200	added ('OK')	image/png	etag:%221d42b-60b1218768000%22	http://localhost/wordpress/wp-content/uploads/2023/11/Foodgram-1-e1701022208200.png	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/uploads/2023/11/Foodgram-1-e1701022208200.png	(from http://localhost/wordpress/)
23:15:28	45479/45479	---M--	200	added ('OK')	application/x-javascript	etag:%22b1a7-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/js/jquery.mCustomScrollbar.concat.min.js?ver=3.1.13	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/js/jquery.mCustomScrollbar.concat.mina9d5.js	(from http://localhost/wordpress/)
23:15:30	5527/5527	---M--	200	added ('OK')	application/x-javascript	etag:%221597-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/js/jquery.hoverdir.js?ver=1.1.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/js/jquery.hoverdirf488.js	(from http://localhost/wordpress/)
23:15:32	20216/20216	---M--	200	added ('OK')	application/x-javascript	etag:%224ef8-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/js/jquery.magnific-popup.min.js?ver=1.1.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/js/jquery.magnific-popup.minf488.js	(from http://localhost/wordpress/)
23:15:34	18439/18439	---M--	200	added ('OK')	application/x-javascript	etag:%224807-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/js/pages-switcher.js?ver=2.6.2	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/js/pages-switcher61da.js	(from http://localhost/wordpress/)
23:15:36	16413/16413	---M--	200	added ('OK')	application/x-javascript	etag:%22401d-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/js/main.js?ver=2.6.2	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/js/main61da.js	(from http://localhost/wordpress/)
23:15:38	1/1	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2026%20Nov%202023%2022:15:36%20GMT	http://localhost/wordpress/wp-admin/admin-ajax.php	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-admin/admin-ajax.php	(from http://localhost/wordpress/)
23:15:40	7388/7388	---M--	200	added ('OK')	application/x-javascript	etag:%221cdc-60aefb39aebc0%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/core.js?ver=6.4.1	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/coreaec2.js	(from http://localhost/wordpress/)
23:15:42	1381/1381	---M--	200	added ('OK')	application/x-javascript	etag:%22565-60aefb39aebc0%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/transition.js?ver=6.4.1	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/transitionaec2.js	(from http://localhost/wordpress/)
23:15:44	1026107/1026107	---M--	200	added ('OK')	image/png	etag:%22fa83b-60b0c7ef89f80%22	http://localhost/wordpress/wp-content/uploads/2023/11/enhanced_usa.png	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/uploads/2023/11/enhanced_usa.png	(from http://localhost/wordpress/)
23:15:44	6741/6741	---M--	200	added ('OK')	application/x-javascript	etag:%221a55-60aefb39aebc0%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/background.js?ver=6.4.1	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/backgroundaec2.js	(from http://localhost/wordpress/)
23:15:46	385/385	---M--	200	added ('OK')	application/x-javascript	etag:%22181-60aefb39aebc0%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/background.init.js?ver=6.4.1	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/background.initaec2.js	(from http://localhost/wordpress/)
23:15:46	699/699	---M--	200	added ('OK')	application/x-javascript	etag:%222bb-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/framework-customizations/extensions/shortcodes/shortcodes/column/static/js/scripts.js?ver=6.4.1	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/framework-customizations/extensions/shortcodes/shortcodes/column/static/js/scriptsaec2.js	(from http://localhost/wordpress/)
23:15:48	651/651	---M--	200	added ('OK')	application/x-javascript	etag:%2228b-60aef851d10c0%22	http://localhost/wordpress/wp-content/plugins/unique-shortcodes/extensions/unique-shortcodes/shortcodes/skills/static/js/scripts.js?ver=6.4.1	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unique-shortcodes/extensions/unique-shortcodes/shortcodes/skills/static/js/scriptsaec2.js	(from http://localhost/wordpress/)
23:15:48	763/763	---M--	200	added ('OK')	application/x-javascript	etag:%222fb-60aef394be2c0%22	http://localhost/wordpress/wp-content/themes/unique/framework-customizations/extensions/shortcodes/shortcodes/button/static/js/scripts.js?ver=6.4.1	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/framework-customizations/extensions/shortcodes/shortcodes/button/static/js/scriptsaec2.js	(from http://localhost/wordpress/)
23:15:50	165742/165742	---M--	200	added ('OK')	text/html	etag:%222876e-60aef94ab9c00%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont3e6e.html	(from http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/css/font-awesome.min.css?ver=2.7.28)
23:15:52	165742/165742	---M--	200	added ('OK')	text/html	etag:%222876e-60aef94ab9c00%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont.eot?	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfontd41d.html	(from http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/css/font-awesome.min.css?ver=2.7.28)
23:15:54	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-60aef94ab9c00%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont3e6e-2.html	(from http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/css/font-awesome.min.css?ver=2.7.28)
23:15:56	98024/98024	---M--	200	added ('OK')	text/html	etag:%2217ee8-60aef94ab9c00%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont3e6e-3.html	(from http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/css/font-awesome.min.css?ver=2.7.28)
23:15:58	165548/165548	---M--	200	added ('OK')	text/html	etag:%22286ac-60aef94ab9c00%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont3e6e-4.html	(from http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/css/font-awesome.min.css?ver=2.7.28)
23:16:02	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-60aef94ab9c00%22	http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://localhost/wordpress/wp-content/plugins/unyson/framework/static/libs/font-awesome/css/font-awesome.min.css?ver=2.7.28)
23:16:10	34555/34555	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Nov%202023%2022:16:00%20GMT	http://localhost/wordpress/wp-content/themes/unique/fonts/glyphicons-halflings-regular.eot	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/fonts/glyphicons-halflings-regular.eot	(from http://localhost/wordpress/wp-content/themes/unique/css/bootstrap.min.css?ver=3.3.7)
23:16:18	34555/34555	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Nov%202023%2022:16:10%20GMT	http://localhost/wordpress/wp-content/themes/unique/fonts/glyphicons-halflings-regular.eot?	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/fonts/glyphicons-halflings-regular.4cd41d.delayed	(from http://localhost/wordpress/wp-content/themes/unique/css/bootstrap.min.css?ver=3.3.7)
23:16:26	34555/34555	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Nov%202023%2022:16:18%20GMT	http://localhost/wordpress/wp-content/themes/unique/fonts/glyphicons-halflings-regular.woff2	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/fonts/glyphicons-halflings-regular.4d.delayed	(from http://localhost/wordpress/wp-content/themes/unique/css/bootstrap.min.css?ver=3.3.7)
23:16:34	34555/34555	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Nov%202023%2022:16:26%20GMT	http://localhost/wordpress/wp-content/themes/unique/fonts/glyphicons-halflings-regular.woff	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/fonts/glyphicons-halflings-regular.4e.delayed	(from http://localhost/wordpress/wp-content/themes/unique/css/bootstrap.min.css?ver=3.3.7)
23:16:42	34555/34555	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Nov%202023%2022:16:34%20GMT	http://localhost/wordpress/wp-content/themes/unique/fonts/glyphicons-halflings-regular.ttf	/Users/aslan/websites/cv_aslan/localhost/wordpress/wp-content/themes/unique/fonts/glyphicons-halflings-regular.4f.delayed	(from http://localhost/wordpress/wp-content/themes/unique/css/bootstrap.min.css?ver=3.3.7)
